Equipment;Familly;Category;Event;From;To;duration
Prakla №2_ KATCO;standBy;WAITING;Обед;02.04.2025 0:00;02.04.2025 1:00;1
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.04.2025 20:30;02.04.2025 0:00;3,5
Prakla №2_ KATCO;use;WAITING;ППР;01.04.2025 20:00;01.04.2025 20:30;0,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;01.04.2025 15:30;01.04.2025 20:00;4,5
Prakla №2_ KATCO;repair;REPAIR;ТО1;01.04.2025 15:00;01.04.2025 15:30;0,5
Prakla №2_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.04.2025 13:30;01.04.2025 15:00;1,5
Prakla №2_ KATCO;standBy;WAITING;Обед;01.04.2025 12:00;01.04.2025 13:30;1,5
Prakla №2_ KATCO;use;DRILLING;СПО при бурении;01.04.2025 9:00;01.04.2025 12:00;3
Prakla №2_ KATCO;use;WAITING;ППР;01.04.2025 8:00;01.04.2025 9:00;1
Prakla №1_ KATCO;use;WAITING;ППР;28.06.2025 20:00;28.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;28.06.2025 17:00;28.06.2025 20:00;3
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;28.06.2025 14:00;28.06.2025 17:00;3
Prakla №1_ KATCO;standBy;WAITING;Обед;28.06.2025 13:00;28.06.2025 14:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;28.06.2025 11:00;28.06.2025 13:00;2
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;28.06.2025 9:00;28.06.2025 11:00;2
Prakla №1_ KATCO;use;WAITING;ППР;28.06.2025 8:00;28.06.2025 9:00;1
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;28.06.2025 4:30;28.06.2025 8:00;3,5
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;28.06.2025 2:00;28.06.2025 4:30;2,5
Prakla №1_ KATCO;standBy;WAITING;Ожидание каротажа фаза 1;28.06.2025 1:00;28.06.2025 2:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;28.06.2025 0:00;28.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;27.06.2025 21:00;28.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;27.06.2025 20:00;27.06.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;27.06.2025 17:30;27.06.2025 20:00;2,5
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;27.06.2025 16:30;27.06.2025 17:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.06.2025 13:00;27.06.2025 16:30;3,5
Prakla №1_ KATCO;standBy;WAITING;Обед;27.06.2025 12:00;27.06.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.06.2025 9:00;27.06.2025 12:00;3
Prakla №1_ KATCO;use;WAITING;ППР;27.06.2025 8:00;27.06.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.06.2025 1:00;27.06.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;27.06.2025 0:00;27.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.06.2025 21:00;27.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;26.06.2025 20:00;26.06.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.06.2025 13:30;26.06.2025 20:00;6,5
Prakla №1_ KATCO;standBy;WAITING;Обед;26.06.2025 12:30;26.06.2025 13:00;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.06.2025 12:00;26.06.2025 12:30;0,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;26.06.2025 10:30;26.06.2025 12:00;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.06.2025 8:30;26.06.2025 10:30;2
Prakla №1_ KATCO;use;WAITING;ППР;26.06.2025 8:00;26.06.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.06.2025 4:00;26.06.2025 8:00;4
Prakla №1_ KATCO;repair;REPAIR;Ремонт;26.06.2025 1:30;26.06.2025 4:00;2,5
Prakla №1_ KATCO;standBy;WAITING;Обед;26.06.2025 0:30;26.06.2025 1:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.06.2025 21:00;26.06.2025 0:30;3,5
Prakla №1_ KATCO;use;WAITING;ППР;25.06.2025 20:00;25.06.2025 21:00;1
Prakla №1_ KATCO;repair;REPAIR;Ремонт;25.06.2025 17:00;25.06.2025 20:00;3
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;25.06.2025 15:00;25.06.2025 17:00;2
Prakla №1_ KATCO;repair;REPAIR;Ремонт;25.06.2025 13:30;25.06.2025 15:00;1,5
Prakla №1_ KATCO;standBy;WAITING;Обед;25.06.2025 12:30;25.06.2025 13:30;1
Prakla №1_ KATCO;repair;REPAIR;Ремонт;25.06.2025 11:00;25.06.2025 12:30;1,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;25.06.2025 10:30;25.06.2025 11:00;0,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт;25.06.2025 9:00;25.06.2025 10:30;1,5
Prakla №1_ KATCO;use;WAITING;ППР;25.06.2025 8:00;25.06.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;25.06.2025 6:30;25.06.2025 8:00;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.06.2025 1:00;25.06.2025 6:30;5,5
Prakla №1_ KATCO;standBy;WAITING;Обед;25.06.2025 0:00;25.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;24.06.2025 21:00;25.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;24.06.2025 20:00;24.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;24.06.2025 15:30;24.06.2025 20:00;4,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт;24.06.2025 13:30;24.06.2025 15:30;2
Prakla №1_ KATCO;standBy;WAITING;Обед;24.06.2025 12:30;24.06.2025 13:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;24.06.2025 10:00;24.06.2025 12:30;2,5
Prakla №1_ KATCO;standBy;STANDBY;Ожидание раствора;24.06.2025 9:00;24.06.2025 10:00;1
Prakla №1_ KATCO;use;WAITING;ППР;24.06.2025 8:00;24.06.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Пилотное бурение;24.06.2025 5:00;24.06.2025 8:00;3
Prakla №1_ KATCO;use;ASSEMBLY;Завоз раствора;24.06.2025 3:00;24.06.2025 5:00;2
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;24.06.2025 2:00;24.06.2025 3:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;24.06.2025 1:00;24.06.2025 2:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;24.06.2025 0:00;24.06.2025 1:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;23.06.2025 22:00;24.06.2025 0:00;2
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;23.06.2025 21:00;23.06.2025 22:00;1
Prakla №1_ KATCO;use;WAITING;ППР;23.06.2025 20:00;23.06.2025 21:00;1
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;23.06.2025 18:30;23.06.2025 20:00;1,5
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;23.06.2025 14:00;23.06.2025 18:30;4,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;23.06.2025 13:00;23.06.2025 14:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;23.06.2025 12:00;23.06.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;23.06.2025 11:00;23.06.2025 12:00;1
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;23.06.2025 10:00;23.06.2025 11:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;23.06.2025 8:30;23.06.2025 10:00;1,5
Prakla №1_ KATCO;use;WAITING;ППР;23.06.2025 8:00;23.06.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;23.06.2025 6:30;23.06.2025 8:00;1,5
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;23.06.2025 5:30;23.06.2025 6:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;23.06.2025 1:00;23.06.2025 5:30;4,5
Prakla №1_ KATCO;standBy;WAITING;Обед;23.06.2025 0:00;23.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;22.06.2025 22:00;23.06.2025 0:00;2
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;22.06.2025 21:00;22.06.2025 22:00;1
Prakla №1_ KATCO;use;WAITING;ППР;22.06.2025 20:00;22.06.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;22.06.2025 13:30;22.06.2025 20:00;6,5
Prakla №1_ KATCO;use;WAITING;ППР;22.06.2025 13:00;22.06.2025 13:30;0,5
Prakla №1_ KATCO;standBy;WAITING;Обед;22.06.2025 12:00;22.06.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;22.06.2025 8:30;22.06.2025 12:00;3,5
Prakla №1_ KATCO;use;WAITING;ППР;22.06.2025 8:00;22.06.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Аварийные работы при бурении;22.06.2025 1:00;22.06.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;22.06.2025 0:00;22.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Аварийные работы при бурении;21.06.2025 21:00;22.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;21.06.2025 20:00;21.06.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Аварийные работы при бурении;21.06.2025 13:00;21.06.2025 20:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;21.06.2025 12:00;21.06.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Аварийные работы при бурении;21.06.2025 10:00;21.06.2025 12:00;2
Prakla №1_ KATCO;use;WAITING;ППР;21.06.2025 8:00;21.06.2025 10:00;2
Prakla №1_ KATCO;use;DRILLING;Аварийные работы при бурении;21.06.2025 4:30;21.06.2025 8:00;3,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;21.06.2025 1:00;21.06.2025 4:30;3,5
Prakla №1_ KATCO;standBy;WAITING;Обед;21.06.2025 0:00;21.06.2025 1:00;1
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;20.06.2025 23:00;21.06.2025 0:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;20.06.2025 20:30;20.06.2025 23:00;2,5
Prakla №1_ KATCO;use;WAITING;ППР;20.06.2025 20:00;20.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;20.06.2025 18:00;20.06.2025 20:00;2
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.06.2025 14:00;20.06.2025 18:00;4
Prakla №1_ KATCO;standBy;WAITING;Обед;20.06.2025 13:00;20.06.2025 14:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.06.2025 11:30;20.06.2025 13:00;1,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;20.06.2025 9:00;20.06.2025 11:30;2,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.06.2025 8:30;20.06.2025 9:00;0,5
Prakla №1_ KATCO;use;WAITING;ППР;20.06.2025 8:00;20.06.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.06.2025 4:30;20.06.2025 8:00;3,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;20.06.2025 3:00;20.06.2025 4:30;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;19.06.2025 20:30;20.06.2025 3:00;6,5
Prakla №1_ KATCO;use;WAITING;ППР;19.06.2025 20:00;19.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;19.06.2025 10:30;19.06.2025 20:00;9,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;19.06.2025 8:30;19.06.2025 10:30;2
Prakla №1_ KATCO;use;WAITING;ППР;19.06.2025 8:00;19.06.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;19.06.2025 6:30;19.06.2025 8:00;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;19.06.2025 4:30;19.06.2025 6:30;2
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;19.06.2025 1:30;19.06.2025 4:30;3
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;18.06.2025 22:30;19.06.2025 1:30;3
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;18.06.2025 20:30;18.06.2025 22:30;2
Prakla №1_ KATCO;use;WAITING;ППР;18.06.2025 20:00;18.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;18.06.2025 17:30;18.06.2025 20:00;2,5
Prakla №1_ KATCO;repair;REPAIR;Поломка электрической части;18.06.2025 16:00;18.06.2025 17:30;1,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;18.06.2025 15:00;18.06.2025 16:00;1
Prakla №1_ KATCO;repair;REPAIR;Поломка электрической части;18.06.2025 12:30;18.06.2025 15:00;2,5
Prakla №1_ KATCO;standBy;WAITING;Обед;18.06.2025 11:30;18.06.2025 12:30;1
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;18.06.2025 8:30;18.06.2025 11:30;3
Prakla №1_ KATCO;use;WAITING;ППР;18.06.2025 8:00;18.06.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;17.06.2025 20:30;18.06.2025 8:00;11,5
Prakla №1_ KATCO;use;WAITING;ППР;17.06.2025 20:00;17.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;17.06.2025 12:00;17.06.2025 20:00;8
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;17.06.2025 11:30;17.06.2025 12:00;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;17.06.2025 10:30;17.06.2025 11:30;1
Prakla №1_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание водовоза;17.06.2025 9:30;17.06.2025 10:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;17.06.2025 8:30;17.06.2025 9:30;1
Prakla №1_ KATCO;use;WAITING;ППР;17.06.2025 8:00;17.06.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Пилотное бурение;17.06.2025 5:30;17.06.2025 8:00;2,5
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;17.06.2025 2:00;17.06.2025 5:30;3,5
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;17.06.2025 1:00;17.06.2025 2:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;17.06.2025 0:00;17.06.2025 1:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;16.06.2025 22:30;17.06.2025 0:00;1,5
Prakla №1_ KATCO;use;LEVELLING;Планировка под агрегат;16.06.2025 21:00;16.06.2025 22:30;1,5
Prakla №1_ KATCO;use;WAITING;ППР;16.06.2025 20:00;16.06.2025 21:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;16.06.2025 18:00;16.06.2025 20:00;2
Prakla №1_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание трактора;16.06.2025 16:00;16.06.2025 18:00;2
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;16.06.2025 14:00;16.06.2025 16:00;2
Prakla №1_ KATCO;standBy;WAITING;Обед;16.06.2025 13:00;16.06.2025 14:00;1
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;16.06.2025 10:00;16.06.2025 13:00;3
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;16.06.2025 9:00;16.06.2025 10:00;1
Prakla №1_ KATCO;use;WAITING;ППР;16.06.2025 8:00;16.06.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;16.06.2025 3:00;16.06.2025 8:00;5
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;16.06.2025 2:00;16.06.2025 3:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;15.06.2025 21:30;16.06.2025 2:00;4,5
Prakla №1_ KATCO;standBy;STANDBY;Ожидание материалов;15.06.2025 21:00;15.06.2025 21:30;0,5
Prakla №1_ KATCO;use;WAITING;ППР;15.06.2025 20:00;15.06.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;15.06.2025 16:00;15.06.2025 20:00;4
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;15.06.2025 14:00;15.06.2025 16:00;2
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;15.06.2025 1:30;15.06.2025 14:00;12,5
Prakla №1_ KATCO;standBy;WAITING;Обед;15.06.2025 0:30;15.06.2025 1:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;14.06.2025 20:30;15.06.2025 0:30;4
Prakla №1_ KATCO;use;WAITING;ППР;14.06.2025 20:00;14.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;14.06.2025 12:30;14.06.2025 20:00;7,5
Prakla №1_ KATCO;standBy;WAITING;Обед;14.06.2025 12:00;14.06.2025 12:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;14.06.2025 8:00;14.06.2025 12:00;4
Prakla №1_ KATCO;use;WAITING;ППР;14.06.2025 7:00;14.06.2025 8:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;14.06.2025 4:30;14.06.2025 7:00;2,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;14.06.2025 3:30;14.06.2025 4:30;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;14.06.2025 1:00;14.06.2025 3:30;2,5
Prakla №1_ KATCO;standBy;WAITING;Обед;14.06.2025 0:00;14.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;13.06.2025 23:00;14.06.2025 0:00;1
Prakla №1_ KATCO;repair;REPAIR;Ремонт;13.06.2025 22:00;13.06.2025 23:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.06.2025 20:30;13.06.2025 22:00;1,5
Prakla №1_ KATCO;use;WAITING;ППР;13.06.2025 20:00;13.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.06.2025 17:00;13.06.2025 20:00;3
Prakla №1_ KATCO;use;DEVELOPMENT;Установка компрессора;13.06.2025 16:00;13.06.2025 17:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;13.06.2025 14:00;13.06.2025 16:00;2
Prakla №1_ KATCO;standBy;WAITING;Обед;13.06.2025 13:00;13.06.2025 14:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;13.06.2025 11:00;13.06.2025 13:00;2
Prakla №1_ KATCO;repair;REPAIR;Сварочные работы;13.06.2025 9:30;13.06.2025 11:00;1,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;13.06.2025 9:00;13.06.2025 9:30;0,5
Prakla №1_ KATCO;use;WAITING;ППР;13.06.2025 8:00;13.06.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.06.2025 0:30;13.06.2025 8:00;7,5
Prakla №1_ KATCO;standBy;WAITING;Обед;13.06.2025 0:00;13.06.2025 0:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;12.06.2025 21:00;13.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;12.06.2025 20:00;12.06.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;12.06.2025 15:00;12.06.2025 20:00;5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;12.06.2025 14:00;12.06.2025 15:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;12.06.2025 13:00;12.06.2025 14:00;1
Prakla №1_ KATCO;repair;REPAIR;Сварочные работы;12.06.2025 11:00;12.06.2025 13:00;2
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;12.06.2025 10:00;12.06.2025 11:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;12.06.2025 9:00;12.06.2025 10:00;1
Prakla №1_ KATCO;repair;REPAIR;Поломка гидравлической части;12.06.2025 8:30;12.06.2025 9:00;0,5
Prakla №1_ KATCO;use;WAITING;ППР;12.06.2025 8:00;12.06.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;12.06.2025 1:00;12.06.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;12.06.2025 0:00;12.06.2025 1:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;11.06.2025 21:00;12.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;11.06.2025 20:00;11.06.2025 21:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;11.06.2025 18:30;11.06.2025 20:00;1,5
Prakla №1_ KATCO;repair;REPAIR;Поломка электрической части;11.06.2025 15:00;11.06.2025 18:30;3,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;11.06.2025 14:00;11.06.2025 15:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;11.06.2025 13:00;11.06.2025 14:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;11.06.2025 12:00;11.06.2025 13:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;11.06.2025 11:00;11.06.2025 12:00;1
Prakla №1_ KATCO;repair;REPAIR;Поломка агрегата;11.06.2025 10:00;11.06.2025 11:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;11.06.2025 9:00;11.06.2025 10:00;1
Prakla №1_ KATCO;use;WAITING;ППР;11.06.2025 8:00;11.06.2025 9:00;1
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;11.06.2025 7:00;11.06.2025 8:00;1
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;11.06.2025 4:00;11.06.2025 7:00;3
Prakla №1_ KATCO;standBy;WAITING;Ожидание каротажа фаза 1;11.06.2025 3:00;11.06.2025 4:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;11.06.2025 2:00;11.06.2025 3:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;10.06.2025 21:00;11.06.2025 2:00;5
Prakla №1_ KATCO;use;WAITING;ППР;10.06.2025 20:00;10.06.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;10.06.2025 19:00;10.06.2025 20:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;10.06.2025 17:30;10.06.2025 19:00;1,5
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;10.06.2025 16:30;10.06.2025 17:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;10.06.2025 14:00;10.06.2025 16:30;2,5
Prakla №1_ KATCO;use;WAITING;ППР;10.06.2025 13:00;10.06.2025 14:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;10.06.2025 6:00;10.06.2025 13:00;7
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;10.06.2025 3:00;10.06.2025 6:00;3
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;10.06.2025 2:00;10.06.2025 3:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;10.06.2025 1:00;10.06.2025 2:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;09.06.2025 22:30;10.06.2025 1:00;2,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.06.2025 21:00;09.06.2025 22:30;1,5
Prakla №1_ KATCO;use;WAITING;ППР;09.06.2025 20:00;09.06.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.06.2025 11:00;09.06.2025 20:00;9
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;09.06.2025 9:00;09.06.2025 11:00;2
Prakla №1_ KATCO;use;WAITING;ППР;09.06.2025 8:00;09.06.2025 9:00;1
Prakla №1_ KATCO;repair;REPAIR;Поломка электрической части;09.06.2025 5:30;09.06.2025 8:00;2,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.06.2025 3:30;09.06.2025 5:30;2
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;09.06.2025 1:00;09.06.2025 3:30;2,5
Prakla №1_ KATCO;standBy;WAITING;Обед;09.06.2025 0:00;09.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;08.06.2025 21:00;09.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;08.06.2025 20:00;08.06.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;08.06.2025 14:00;08.06.2025 20:00;6
Prakla №1_ KATCO;standBy;WAITING;Обед;08.06.2025 13:00;08.06.2025 14:00;1
Prakla №1_ KATCO;use;DRILLING;Чистка зумпфа;08.06.2025 11:00;08.06.2025 13:00;2
Prakla №1_ KATCO;repair;REPAIR;Сварочные работы;08.06.2025 9:00;08.06.2025 11:00;2
Prakla №1_ KATCO;use;WAITING;ППР;08.06.2025 8:00;08.06.2025 9:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;08.06.2025 5:00;08.06.2025 8:00;3
Prakla №1_ KATCO;use;LEVELLING;Планировка под агрегат;08.06.2025 2:00;08.06.2025 5:00;3
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;08.06.2025 1:00;08.06.2025 2:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;08.06.2025 0:00;08.06.2025 1:00;1
Prakla №1_ KATCO;repair;REPAIR;Сварочные работы;07.06.2025 21:00;08.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;07.06.2025 20:00;07.06.2025 21:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;07.06.2025 18:00;07.06.2025 20:00;2
Prakla №1_ KATCO;repair;REPAIR;Ремонт компрессора;07.06.2025 16:00;07.06.2025 18:00;2
Prakla №1_ KATCO;use;WAITING;ППР;07.06.2025 15:00;07.06.2025 16:00;1
Prakla №1_ KATCO;standBy;STANDBY;Ожидание людей;07.06.2025 8:00;07.06.2025 15:00;7
Prakla №1_ KATCO;repair;REPAIR;Ремонт;07.06.2025 5:30;07.06.2025 8:00;2,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.06.2025 1:00;07.06.2025 5:30;4,5
Prakla №1_ KATCO;standBy;WAITING;Обед;07.06.2025 0:00;07.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;06.06.2025 21:00;07.06.2025 0:00;3
